customer_no,buytabw,tabordrs,divsords,divwords,spgtabord,moslsdvs,moslsdvw,moslstab,orders
15812,0,1,0,1,1,42,20.3679,15.6702,6
15813,0,5,4,6,3,6.866,4.0079,4.0079,11
15814,1,5,0,12,3,42,0.7556,5.8147,15
15815,0,1,1,2,1,6.2418,20.8607,6.2418,5
15816,0,0,0,2,0,42,2.1025,42,3
15817,0,5,4,2,3,5.1248,5.1248,5.1248,8
15818,1,4,1,5,2,5.9461,6.7346,2.8909,8
15819,0,5,0,3,3,42,6.2418,6.2418,10
15820,1,4,8,15,4,0.3942,0.3942,5.8147,15
15821,0,9,0,12,6,42,7.6873,8.18,16
15822,0,9,2,9,5,23.9816,4.2707,6.5046,16
15823,0,7,0,6,0,42,13.2392,0.5913,15
15824,0,5,2,12,3,16.9842,1.2155,16.9842,14
15825,0,7,0,6,5,42,12.7464,6.1104,10
15826,0,6,1,8,4,10.5453,1.9711,1.4783,12
15827,0,0,0,0,0,42,42,42,2
15828,1,4,2,12,4,15.6702,1.2484,4.0407,17
15829,1,1,2,3,1,7.9172,7.9172,17.3784,5
15830,0,0,0,0,0,42,42,42,2
15831,0,6,0,2,3,42,8.6071,9.724,10
15832,0,0,1,5,0,4.0407,0.2957,42,10
15833,0,2,0,1,0,42,6.9974,23.6531,6
15834,0,4,1,10,4,7.2273,5.1248,6.9645,11
15835,0,6,2,6,4,2.2339,3.7779,6.9645,16
15836,0,7,0,8,1,42,3.3837,9.067,12
15837,0,2,0,13,2,42,0.3614,4.2378,13
15838,0,5,0,7,2,42,0.2628,0.2628,12
15839,1,5,3,10,2,14.1261,1.2812,1.2812,16
15840,1,10,1,15,7,1.3141,0.3942,0.3942,24
15841,0,2,1,2,2,16.8857,16.8857,4.9934,4
15842,0,5,1,1,2,6.7017,10.0854,6.7017,6
15843,0,5,0,2,1,42,0.5913,5.4862,7
15844,0,0,1,1,0,8.3771,8.0158,42,8
15845,0,1,5,3,0,0.3614,3.0223,3.0223,9
15846,1,10,5,19,6,2.4967,2.2339,2.2339,25
15847,0,4,1,7,3,21.3206,0.5256,3.7779,12
15848,0,11,8,12,6,0.0657,6.2418,5.4205,22
15849,0,4,3,1,2,2.4967,2.4967,9.724,10
15850,1,13,2,13,5,2.431,2.431,5.7819,25
15851,0,1,1,0,1,18.7582,42,20.3351,6
15852,0,9,3,4,2,11.5637,6.9974,3.3509,18
15853,0,1,0,0,0,42,42,2.2339,11
15854,0,0,0,2,0,42,1.2484,42,3
15855,0,0,0,0,0,42,42,42,1
15856,0,3,2,6,3,1.4455,1.4455,30.2562,10
15857,0,0,1,0,0,12.7464,42,42,2
15858,0,7,1,5,2,4.1721,4.1721,4.1721,15
15859,0,3,0,2,0,42,22.8318,21.912,4
15860,0,1,0,0,1,42,42,6.3403,3
15861,0,0,0,2,0,42,17.8384,42,6
15862,0,4,1,7,2,0.9855,6.7346,6.7346,29
15863,1,2,1,6,0,26.4126,7.5558,12.385,13
15864,0,1,1,2,0,7.0959,4.205,26.0184,6
15865,1,8,5,12,6,6.1761,3.7122,3.7122,19
15866,0,1,2,1,1,24.6386,23.7845,29.2707,9
15867,0,0,1,2,0,26.3469,7.0959,42,4
15868,0,6,1,9,6,6.636,2.8581,2.8581,17
15869,0,0,0,3,0,42,8.5414,42,8
15870,0,3,2,7,1,2.0039,2.0039,14.5532,10
15871,0,3,0,3,1,42,18.134,14.4547,13
15872,0,0,2,11,0,2.3653,0.0657,42,16
15873,0,12,7,19,9,0.5913,0.5913,0.5913,41
15874,0,4,1,0,1,4.5007,42,1.8725,6
15875,0,1,0,0,0,42,42,3.5808,5
15876,1,10,2,6,4,7.8844,10.4468,1.9382,17
15877,0,12,3,14,9,15.0788,5.2562,5.2562,22
15878,0,2,0,2,0,42,1.7083,1.7083,9
15879,0,6,7,4,0,1.774,4.7306,1.774,24
15880,1,2,1,3,0,10.9396,5.1248,10.5453,9
15881,1,6,1,6,5,16.59,6.0118,3.3837,12
15882,0,7,3,2,2,23.5545,7.2273,8.1143,21
15883,0,1,0,1,1,42,0.6242,7.5558,3
15884,0,6,0,4,5,42,1.7411,1.7411,12
15885,0,0,2,0,0,7.1945,42,42,2
15886,0,3,0,8,3,42,4.205,15.703,11
15887,0,0,0,0,0,42,42,42,11
15888,0,8,3,3,5,14.1261,10.0854,1.9711,28
15889,0,10,0,11,8,42,4.7306,4.7306,18
15890,0,13,1,20,4,16.6229,6.866,1.774,28
15891,0,0,0,0,0,42,42,42,8
15892,0,7,4,2,1,20.795,5.6176,7.4244,13
15893,0,0,0,2,0,42,2.5624,42,7
15894,0,1,2,6,1,16.8528,0.1314,10.2497,15
15895,0,6,1,6,3,10.3154,0.7884,6.0775,13
15896,1,5,1,15,4,6.3075,1.5112,6.3075,24
15897,0,0,0,0,0,42,42,42,1
15898,0,4,5,2,2,0.3614,4.9606,3.6137,20
15899,0,2,2,1,2,0.7556,6.5046,6.1761,3
15900,0,1,3,3,1,1.2155,6.7674,6.7674,5
15901,0,1,0,0,1,42,42,2.6281,2
15902,0,2,1,1,0,13.6005,13.6005,13.4691,8
15903,0,0,2,2,0,5.4205,7.0302,42,13
15904,0,2,0,1,1,42,12.3193,7.7201,4
15905,0,2,1,0,1,4.2378,42,4.2378,4
15906,0,3,0,0,2,42,42,6.7674,9
15907,1,8,3,6,3,9.6912,0.0657,4.2707,16
15908,1,3,0,7,1,42,5.3219,6.9974,14
15909,0,16,8,31,4,0.0986,0.0986,0.0986,40
15910,1,2,0,1,3,42,6.2418,6.2418,4
15911,0,4,0,3,2,42,2.661,6.5046,7
15912,0,10,0,6,4,42,0.5913,6.5703,22
15913,0,3,1,6,1,9.5598,8.5414,1.7411,11
15914,0,2,0,1,1,42,6.5703,2.6281,7
15915,0,4,3,3,3,7.5558,8.5414,2.1025,9
15916,0,2,1,1,1,13.4034,16.0315,6.5046,5
15917,0,4,0,1,2,42,6.0775,2.8581,4
15918,0,2,0,5,2,42,0.5913,5.8147,6
15919,0,2,2,6,1,18.9882,4.1721,21.025,10
15920,1,5,1,6,2,0.7556,6.866,0.7556,8
15921,0,2,0,1,1,42,4.2707,0.5585,4
15922,0,2,1,2,1,12.2536,0.2628,0.2628,5
15923,0,32,12,15,16,0.8541,2.5953,2.5953,62
15924,0,8,5,0,1,0.7556,42,0.7556,20
15925,0,1,4,1,1,12.385,14.5204,15.046,7
15926,1,3,0,2,1,42,6.5375,3.548,6
15927,0,0,0,0,0,42,42,42,19
15928,0,7,0,6,3,42,8.9356,4.6978,15
15929,0,9,13,12,6,4.0407,3.088,10.5453,23
15930,1,1,0,3,0,42,5.3548,5.3548,3
15931,0,9,6,9,4,5.2562,1.0512,1.0512,25
15932,0,1,1,2,0,0.0329,0.0329,0.0329,4
15933,0,9,0,1,4,42,6.4717,0.5913,34
15934,0,0,0,0,0,42,42,42,2
15935,0,8,6,5,3,2.2011,8.8042,2.2011,21
15936,0,0,2,0,0,8.5742,42,42,4
15937,0,16,2,19,9,13.1406,0.1643,1.9054,24
15938,0,4,0,8,2,42,4.5007,10.5125,10
15939,1,3,5,5,1,8.1472,1.7083,1.7083,11
15940,1,10,0,14,6,42,0.1643,0.1643,18
15941,0,7,11,5,4,23.7845,1.0512,5.3876,22
15942,0,9,3,8,8,1.8725,0.7227,3.5808,26
15943,0,5,1,3,3,24.4087,0.8213,0.3942,12
15944,0,9,0,3,2,42,5.6176,5.6176,10
15945,0,2,0,4,1,42,2.1682,9.8555,5
15946,0,0,0,2,0,42,0.1314,42,3
15947,0,1,0,0,0,42,42,0.0657,1
15948,0,3,2,5,1,9.6255,6.1104,10.8739,11
15949,0,3,8,10,1,0.3942,0.3942,0.3942,20
15950,0,2,1,7,2,6.0118,6.0118,18.0683,13
15951,0,1,1,2,0,1.2812,2.661,1.2812,3
15952,1,1,0,2,0,42,0.9855,3.7779,3
15953,0,1,0,0,0,42,42,10.5453,7
15954,0,2,0,2,2,42,1.9054,1.9054,2
15955,0,1,0,6,1,42,6.0447,15.5388,11
15956,0,0,0,0,0,42,42,42,1
15957,0,1,1,1,1,6.2746,6.3732,6.2746,2
15958,0,2,0,11,2,42,5.7819,29.3035,25
15959,0,3,2,6,2,9.8555,2.431,10.4468,18
15960,0,1,0,0,1,42,42,4.205,2
15961,0,4,3,2,2,23.3574,19.6452,6.0447,12
15962,1,4,0,2,3,42,3.5808,3.5808,6
15963,0,10,0,8,8,42,0.7556,4.7306,17
15964,0,3,1,5,0,0.9855,4.0079,0.9855,15
15965,0,6,0,1,2,42,5.7819,1.6426,7
15966,0,2,0,0,0,42,42,9.5598,4
15967,0,10,2,16,6,10.3811,2.8581,5.4205,20
15968,0,5,0,1,0,42,11.9908,9.9212,12
15969,0,3,1,4,1,9.8226,4.9606,21.7148,10
15970,0,5,0,1,0,42,8.3114,1.1827,12
15971,1,8,1,7,5,1.5112,1.9382,1.5112,11
15972,0,0,0,0,0,42,42,42,2
15973,0,0,0,1,0,42,10.7753,42,5
15974,0,4,0,6,2,42,2.1682,2.1682,12
15975,0,3,0,5,2,42,3.6465,3.6465,9
15976,0,0,0,3,0,42,3.0223,42,3
15977,1,2,0,2,2,42,9.3955,2.2339,5
15978,0,0,0,6,0,42,2.7924,42,12
15979,1,12,2,14,6,18.7582,0.0329,0.0329,17
15980,0,11,2,31,7,0.8213,0.1314,0.3614,35
15981,0,0,2,0,0,9.5598,42,42,5
15982,0,2,1,0,0,29.1064,42,3.975,5
15983,0,3,0,0,2,42,42,5.5848,4
15984,1,8,4,6,5,5.1577,6.8003,9.8226,20
15985,1,8,3,24,4,12.2536,4.2707,0.0329,32
15986,0,7,0,0,3,42,42,1.0512,26
15987,0,3,1,1,2,9.8226,20.5322,10.6439,12
15988,0,1,0,0,0,42,42,9.724,7
15989,1,4,0,14,1,42,0.5256,0.7884,20
15990,0,1,0,0,1,42,42,6.3075,2
15991,0,1,0,5,0,42,3.318,0.3614,10
15992,0,6,2,7,4,2.661,8.6399,2.661,20
15993,1,7,3,2,7,2.0039,10.2497,6.3732,11
15994,0,9,3,4,6,13.4691,5.092,6.9974,12
15995,0,0,0,1,0,42,4.9277,42,3
15996,0,19,0,3,9,42,9.7569,2.2011,24
15997,0,0,0,1,0,42,6.3075,42,4
15998,0,1,0,4,0,42,4.7306,21.4192,10
15999,0,5,0,3,2,42,3.4823,5.6176,8
16000,0,3,1,3,1,21.025,7.0302,12.2208,12
16001,0,4,0,4,3,42,0.2628,3.9422,8
16002,0,5,0,0,4,42,42,0.1314,5
16003,1,6,0,5,3,42,6.0447,6.0447,8
16004,0,4,2,0,2,20.8607,42,6.3403,5
16005,0,10,2,4,5,1.7083,6.0447,6.0447,17
16006,0,10,0,1,7,42,4.0407,4.0407,16
16007,0,4,0,4,2,42,6.7674,4.6649,9
16008,0,5,0,0,1,42,42,5.3876,5
16009,0,2,0,0,1,42,42,1.4455,5
16010,0,2,0,0,0,42,42,10.6767,5
16011,0,2,1,0,1,20.1708,42,0.3285,7
16012,0,3,1,1,2,24.8686,5.8147,3.7779,9
16013,0,1,1,3,1,1.2812,0.2628,30.7819,20
16014,0,1,0,2,0,42,1.6426,1.6426,9
16015,0,1,0,1,0,42,3.7122,25.3285,4
16016,0,3,4,7,2,1.2155,1.2155,5.6505,8
16017,0,1,0,0,1,42,42,6.3403,8
16018,1,33,0,48,17,42,0.9527,0.9527,50
16019,0,1,0,7,1,42,5.7162,4.2378,13
16020,0,0,2,0,0,6.1104,42,42,11
16021,1,13,4,16,8,7.0959,5.3219,5.3219,24
16022,0,6,3,14,4,5.1577,3.7122,3.8436,22
16023,1,6,4,5,3,8.1143,7.8844,8.1143,9
16024,0,0,0,4,0,42,6.9645,42,4
16025,0,1,0,1,0,42,26.774,22.2733,4
16026,0,5,2,3,4,4.7306,5.9461,1.544,8
16027,0,4,1,1,1,10.2497,31.4717,3.1537,6
16028,0,2,0,6,2,42,2.2668,2.2668,8
16029,1,2,0,2,2,42,2.3325,2.3325,2
16030,0,6,0,3,3,42,3.088,1.0512,7
16031,0,12,0,17,8,42,0.7884,1.0512,25
16032,1,15,1,15,7,10.4796,2.431,0.4928,32
16033,0,4,2,5,2,9.6255,9.067,9.067,10
16034,0,2,0,1,2,42,30.2562,30.2234,5
16035,0,2,0,8,1,42,6.2418,6.2418,10
16036,1,10,9,3,4,0.7556,0.2628,0.7556,21
16037,1,40,17,31,30,0.7556,0.1643,2.5953,61
16038,1,12,2,6,5,4.6649,0.7556,2.1025,19
16039,0,12,4,5,4,2.2011,10.0526,6.1104,27
16040,1,11,1,18,7,20.565,1.5112,0.0657,32
16041,0,4,0,2,3,42,16.5243,0.5585,7
16042,0,8,1,6,2,22.9632,6.9317,0.3614,27
16043,0,3,3,5,1,3.3509,5.2562,0.4928,17
16044,0,4,1,4,2,30.092,14.2247,4.435,6
16045,0,5,4,4,1,0.1314,1.3141,1.3469,17
16046,0,0,0,0,0,42,42,42,4
16047,0,3,1,3,2,29.5664,4.6649,4.6649,6
16048,0,5,3,4,3,8.41,1.2484,4.9606,8
16049,0,7,1,18,3,19.2181,2.2339,2.2339,31
16050,0,10,2,7,5,24.0145,0.0657,0.0657,47
16051,0,3,2,4,2,9.3955,5.8147,14.6846,9
16052,0,1,1,0,0,4.7306,42,10.0526,3
16053,0,1,1,3,1,1.2812,3.975,16.9185,10
16054,1,4,2,7,2,2.5624,1.0841,2.5624,25
16055,0,0,0,1,0,42,2.661,42,1
16056,0,7,0,7,5,42,0.4271,3.4823,27
16057,0,4,0,3,1,42,14.3561,0.5913,10
16058,0,1,0,1,0,42,3.8108,13.5348,4
16059,0,8,0,4,7,42,27.4967,16.9185,13
16060,0,7,0,4,4,42,6.2418,4.9934,11
16061,0,1,0,1,0,42,7.6216,11.4323,3
16062,1,9,7,9,8,10.4796,1.3141,4.0079,20
16063,0,4,0,2,1,42,0.5585,0.5585,8
16064,0,3,0,0,2,42,42,9.0342,10
16065,1,16,0,10,6,42,0.1314,0.0657,16
16066,0,2,0,0,0,42,42,12.385,4
16067,0,0,0,0,0,42,42,42,1
16068,0,5,1,5,4,16.9185,10.5125,3.8436,9
16069,0,5,0,0,1,42,42,0.0986,8
16070,0,2,0,16,2,42,1.4783,7.1616,20
16071,0,6,1,5,4,10.9067,5.2562,5.2562,9
16072,0,9,1,16,6,0.1314,0.1314,0.1314,22
16073,1,5,0,7,3,42,6.1104,6.4717,10
16074,0,0,0,0,0,42,42,42,2
16075,1,4,0,1,2,42,6.3403,11.8594,6
16076,0,7,0,13,6,42,3.2852,3.2852,25
16077,0,4,1,4,1,23.0618,0.0657,18.364,14
16078,0,2,0,1,0,42,21.2878,10.0197,7
16079,0,2,3,0,1,6.5703,42,7.4244,7
16080,0,0,0,2,0,42,4.8949,42,8
16081,0,0,0,0,0,42,42,42,3
16082,0,6,1,4,5,28.1537,5.1248,6.636,14
16083,0,5,0,2,1,42,9.067,1.3141,9
16084,0,2,0,1,1,42,28.9422,22.9632,6
16085,0,1,0,5,0,42,23.883,24.9343,13
16086,1,5,0,2,1,42,5.5848,0.9855,6
16087,0,2,0,3,2,42,13.1735,4.8949,10
16088,1,3,0,3,0,42,0.8541,0.5256,13
16089,0,0,0,2,0,42,1.3141,42,2
16090,0,5,2,2,2,4.5664,4.7306,1.9054,15
16091,1,17,13,18,12,4.8949,3.7779,4.8949,25
16092,0,9,3,11,2,20.5322,2.661,3.8108,20
16093,0,1,0,6,0,42,3.2523,6.2746,6
16094,1,15,4,10,12,3.5151,0.1643,0.1643,16
16095,0,4,3,6,3,5.1248,1.0184,5.1248,14
16096,0,2,1,7,2,7.4901,4.6649,6.0447,12
16097,1,10,1,7,5,19.7438,0.1314,4.3364,17
16098,0,5,0,8,4,42,2.661,4.5007,23
16099,0,10,5,7,7,0.1314,4.6649,0.1314,26
16100,0,10,2,15,6,7.8844,1.0512,5.4862,23
16101,0,0,1,1,0,3.0552,3.0552,42,6
16102,0,4,0,2,2,42,4.5335,4.5335,7
16103,1,16,5,13,6,0.4928,0.4928,0.4928,19
16104,0,3,1,0,2,10.611,42,1.7411,5
16105,0,8,1,9,6,19.1196,3.8436,3.8436,10
16106,0,3,0,3,3,42,8.6399,16.1629,8
16107,0,14,2,4,6,12.3193,2.2339,12.3193,25
16108,1,12,0,10,4,42,0.5913,0.5913,22
16109,1,6,6,11,4,5.3548,0.4928,12.2536,18
16110,0,2,0,2,2,42,16.2286,14.3561,8
16111,0,1,0,1,1,42,4.1721,4.1721,1
16112,0,2,0,0,0,42,42,2.2011,9
16113,0,2,2,0,0,11.3338,42,9.6255,9
16114,0,7,2,1,3,23.5545,12.1551,0.1314,11
16115,0,4,2,17,3,9.7569,1.0512,3.8108,20
16116,0,6,3,5,5,19.2181,0.2628,0.2628,18
16117,0,0,0,1,0,42,3.7122,42,1
16118,0,2,2,3,2,11.5637,16.2286,15.933,9
16119,0,1,0,2,0,42,23.2917,22.0105,6
16120,0,0,0,1,0,42,17.4442,42,4
16121,0,2,0,6,0,42,8.41,22.4047,11
16122,0,1,1,0,1,7.2273,42,18.8239,3
16123,0,6,1,6,4,12.6807,16.3929,2.6938,20
16124,0,6,1,0,0,13.2063,42,12.3193,10
16125,0,2,0,0,0,42,42,3.7451,6
16126,0,5,1,9,3,30.7819,0.7556,6.5046,21
16127,1,8,3,2,4,8.1143,6.9317,0.9855,18
16128,0,0,0,4,0,42,2.8909,42,5
16129,0,5,0,6,4,42,4.5335,4.5335,9
16130,0,6,1,2,3,15.0131,15.0131,3.548,9
16131,1,5,1,5,3,2.1353,5.8476,1.544,14
16132,0,5,1,10,4,6.7017,3.7451,6.7017,12
16133,0,0,1,1,0,11.5637,6.7674,42,6
16134,0,3,2,2,0,10.2497,10.2497,1.6754,5
16135,0,10,3,15,8,23.6531,1.0841,4.1721,23
16136,0,8,1,4,3,2.661,3.8108,2.661,18
16137,1,4,4,7,2,7.6544,6.1761,10.9396,22
16138,0,1,0,0,1,42,42,6.2418,2
16139,1,11,3,3,6,7.6216,15.5388,0.8213,20
16140,1,9,0,8,6,42,4.7635,0.0657,13
16141,0,3,0,0,0,42,42,12.385,3
16142,0,9,3,10,4,14.1261,6.0775,6.0775,14
16143,0,1,0,0,1,42,42,9.0342,6
16144,0,18,0,22,14,42,2.8581,2.8581,27
16145,0,1,1,0,0,8.6399,42,13.1735,3
16146,1,6,0,2,3,42,6.7017,7.6544,15
16147,0,6,3,6,1,6.2418,0.1314,6.7674,28
16148,0,5,0,0,4,42,42,4.6978,9
16149,0,3,0,0,1,42,42,21.7477,7
16150,1,4,0,7,3,42,10.2497,10.2497,17
16151,0,1,0,0,1,42,42,7.0959,2
16152,0,6,2,3,0,22.6347,15.4731,11.5637,11
16153,0,6,0,0,4,42,42,11.1367,11
16154,0,1,0,0,1,42,42,20.565,7
16155,0,1,0,2,0,42,3.9422,3.9422,6
16156,0,7,0,2,6,42,16.59,0.1643,9
16157,0,6,6,2,2,2.2339,0.2957,2.2339,15
16158,0,9,0,11,6,42,1.4783,1.4783,15
16159,0,10,5,8,5,8.8371,0.2957,0.2957,19
16160,0,8,2,0,6,24.1787,42,5.1905,24
16161,0,2,0,0,1,42,42,1.7083,5
16162,0,2,0,2,1,42,14.5204,12.4836,6
16163,1,8,2,5,4,7.6544,0.0657,2.6938,13
16164,0,5,1,2,2,26.5769,10.3154,5.1248,18
16165,0,4,4,4,3,8.8699,2.2339,6.3403,28
16166,1,7,1,15,4,27.4639,6.2746,6.2746,18
16167,0,2,2,2,0,6.406,6.406,1.9382,11
16168,1,4,0,4,4,42,0.1314,18.0355,10
16169,1,23,4,15,11,10.4796,2.661,2.2011,48
16170,1,34,1,38,24,22.2733,1.2812,3.7451,63
16171,0,4,4,6,2,3.8436,2.8252,5.8476,20
16172,0,1,0,5,0,42,0.9527,11.9251,8
16173,0,1,1,1,0,21.7148,10.7753,3.8436,5
16174,0,5,4,5,4,18.4625,5.3219,4.6978,13
16175,0,4,1,1,3,14.5861,14.5861,8.8042,5
16176,0,4,1,2,3,27.2011,22.0105,10.9067,6
16177,0,7,0,17,1,42,0.1314,0.2957,18
16178,0,10,3,10,8,6.0775,3.3509,6.0775,23
16179,0,5,0,2,3,42,4.6321,1.544,13
16180,0,3,0,0,3,42,42,5.4862,6
16181,0,5,0,5,2,42,1.0841,1.7411,16
16182,0,5,1,3,1,31.2418,4.862,5.4862,20
16183,1,3,1,9,2,18.0026,1.4783,18.0026,13
16184,0,1,2,4,1,0.1971,0.1971,29.9934,12
16185,0,2,0,2,1,42,13.7648,16.3929,5
16186,0,2,0,1,2,42,3.5808,2.661,7
16187,1,7,5,11,5,5.4205,1.8725,9.5269,41
16188,0,0,0,0,0,42,42,42,3
16189,0,4,3,4,4,0.2957,0.9855,15.9658,15
16190,0,1,1,0,0,14.0933,42,14.0933,3
16191,1,4,1,4,1,21.7477,2.2011,9.8555,16
16192,0,0,2,0,0,2.0039,42,42,11
16193,0,0,0,1,0,42,18.0355,42,2
16194,0,8,1,1,1,11.4323,24.5729,2.3982,14
16195,1,7,0,4,5,42,6.5703,2.5624,19
16196,0,6,0,0,3,42,42,13.2063,13
16197,0,1,0,0,1,42,42,4.0079,2
16198,1,5,0,6,2,42,0.8213,0.8213,10
16199,0,6,0,4,2,42,4.5335,4.5335,12
16200,0,0,1,1,0,10.4468,20.2694,42,13
16201,1,3,0,4,0,42,3.1537,0.5913,10
16202,0,8,2,12,5,9.724,0.1314,3.3837,20
16203,0,1,0,2,0,42,4.8949,12.3193,4
16204,1,4,0,3,3,42,2.2011,7.2602,9
16205,0,11,6,3,9,3.4166,9.7898,3.4166,28
16206,0,9,5,8,5,5.8804,4.0407,2.2011,14
16207,0,1,1,1,1,7.3259,6.636,7.3259,3
16208,1,3,0,7,3,42,4.9277,5.092,10
16209,0,7,5,9,4,4.862,0.5913,4.862,13
16210,1,8,1,1,4,23.3574,28.4166,3.7122,9
16211,0,1,3,0,0,6.7674,42,22.8318,4
16212,0,10,5,12,9,5.8476,5.8476,5.8476,14
16213,1,2,3,3,1,1.2812,2.6938,7.0302,16
16214,0,2,2,3,2,0.8213,2.1025,2.1025,6
16215,0,1,0,0,0,42,42,23.1275,3
16216,0,10,5,3,7,3.9422,3.9422,2.5953,12
16217,0,7,0,3,2,42,9.8555,1.4455,15
16218,0,8,6,2,2,1.0512,11.3995,2.0039,17
16219,0,6,1,4,2,25.3942,6.4717,6.4717,14
16220,0,14,5,8,8,8.6399,10.0526,1.6426,29
16221,0,10,0,6,5,42,0.3285,0.3285,11
16222,0,2,0,0,1,42,42,2.1353,8
16223,0,2,1,7,0,25.1643,18.0026,23.1932,9
16224,0,7,1,1,4,9.4612,2.2011,2.2011,9
16225,0,0,0,1,0,42,7.2602,42,4
16226,1,4,3,14,3,9.5598,8.7057,9.5598,14
16227,0,1,0,0,1,42,42,3.1537,2
16228,0,10,1,11,7,16.4586,2.8581,11.1367,22
16229,1,6,1,6,1,3.9422,3.3509,1.0841,22
16230,0,4,0,8,3,42,4.205,4.205,11
16231,0,0,0,11,0,42,3.3837,42,15
16232,0,2,0,0,1,42,42,4.6321,5
16233,0,3,6,9,1,9.4612,3.1209,10.9724,12
16234,0,6,0,3,5,42,0.7556,6.8003,7
16235,0,11,1,5,6,17.4442,16.6886,12.5164,13
16236,0,1,0,4,1,42,6.3075,20.1708,6
16237,0,2,1,5,2,16.9842,5.5848,16.9842,10
16238,0,2,0,4,1,42,11.6951,9.067,8
16239,0,10,0,7,8,42,4.205,4.7963,20
16240,0,8,4,3,3,1.1827,1.1827,1.9382,9
16241,0,2,0,1,2,42,28.8765,27.6281,7
16242,1,17,10,19,8,1.1827,4.4678,0.3942,38
16243,0,12,1,6,5,10.5125,13.8305,2.2339,20
16244,0,11,0,18,6,42,2.4967,2.4967,26
16245,1,5,0,6,3,42,3.8436,11.7937,13
16246,0,14,9,20,8,0.1314,0.8213,5.1577,39
16247,0,13,0,9,8,42,1.2155,1.774,21
16248,0,3,2,3,1,0.6242,0.6242,0.6242,6
16249,0,1,0,2,1,42,18.8239,8.1472,4
16250,0,10,0,8,6,42,0.0657,0.0657,18
16251,0,6,1,4,4,13.8962,5.9461,5.9461,23
16252,0,0,0,0,0,42,42,42,3
16253,0,0,2,6,0,11.4323,7.3916,42,12
16254,0,1,0,7,1,42,2.0039,17.6084,9
16255,0,4,3,1,1,14.3233,14.8817,1.2484,11
16256,0,2,2,3,0,11.8594,7.2273,11.8594,8
16257,0,5,2,0,3,8.41,42,1.544,10
16258,0,2,0,3,2,42,0.0329,17.5756,5
16259,0,10,6,23,5,3.318,1.2812,2.661,28
16260,0,9,2,5,5,10.1511,3.5808,4.5335,37
16261,0,7,0,6,6,42,0.9527,22.4376,12
16262,0,4,2,7,1,12.5164,6.0447,9.954,11
16263,1,5,0,4,2,42,7.5558,6.636,13
16264,1,26,0,26,18,42,2.2011,2.2011,42
16265,0,14,3,1,5,10.0526,27.9566,9.067,19
16266,0,13,3,5,7,23.6531,1.3141,1.3141,15
16267,0,0,0,0,0,42,42,42,5
16268,0,6,0,10,4,42,2.8909,5.1577,21
16269,0,11,0,8,5,42,3.4823,3.4823,14
16270,0,2,0,3,2,42,5.6176,5.6176,17
16271,0,9,8,4,7,4.8949,4.2378,1.774,20
16272,0,9,3,9,8,3.2523,1.544,4.0079,16
16273,1,4,0,3,4,42,8.6071,16.6229,8
16274,1,3,0,8,1,42,7.1945,7.1945,10
16275,0,0,0,1,0,42,9.7898,42,4
16276,0,0,0,1,0,42,6.1761,42,2
16277,0,4,1,8,4,0.0986,0.6242,3.4823,13
16278,0,15,18,13,10,3.975,13.2392,3.975,31
16279,0,2,1,4,2,17.5756,4.6321,4.6321,6
16280,0,4,0,0,0,42,42,0.7884,6
16281,1,4,0,6,0,42,10.4468,1.1827,12
16282,0,1,0,0,0,42,42,20.0723,6
16283,0,1,0,1,0,42,10.3154,0.5913,14
16284,0,3,0,3,3,42,12.0565,6.1104,15
16285,0,1,0,1,0,42,13.1735,21.4192,12
16286,0,8,5,16,2,0.1314,0.0986,0.1314,23
16287,0,15,0,21,11,42,6.1104,4.6649,30
16288,1,14,7,12,7,3.0552,0.4928,0.4928,23
16289,0,3,0,1,1,42,16.4258,16.4258,9
16290,0,3,0,1,0,42,9.8555,0.5256,10
16291,0,3,4,4,1,4.7635,4.7635,15.9001,7
16292,0,2,2,3,2,1.2812,1.2812,1.2812,5
16293,0,3,1,8,0,12.615,12.615,25.0986,12
16294,1,7,0,4,6,42,7.9501,3.088,9
16295,0,5,0,7,3,42,0.0986,2.1025,13
16296,0,5,1,6,3,30.4862,7.2602,0.1643,14
16297,0,12,4,13,7,0.3942,0.4928,5.2562,24
16298,0,8,3,10,3,0.2957,0.2957,9.8555,15
16299,0,3,0,6,3,42,3.088,3.7122,11
16300,0,2,0,0,2,42,42,4.0407,9
16301,0,1,2,2,1,6.9974,29.0736,4.6321,5
16302,0,6,8,16,3,2.2339,0.0986,4.6978,24
16303,0,3,2,2,1,3.2852,5.4205,14.2247,6
16304,0,2,0,4,1,42,0.3614,7.4244,6
16305,0,0,0,3,0,42,6.9974,42,12
16306,1,1,1,3,1,3.7779,1.9711,6.3732,5
16307,1,27,9,14,13,6.3732,1.0184,0.1314,34
16308,0,1,1,9,1,17.1156,1.0184,17.1156,11
16309,0,0,0,0,0,42,42,42,5
16310,0,3,0,3,2,42,4.9606,0.5256,9
16311,0,8,3,4,3,10.841,0.7227,3.3509,16
16312,0,5,4,2,5,2.431,13.3706,2.431,13
16313,0,6,3,15,3,5.5848,0.5585,6.3732,17
16314,0,2,2,5,1,9.297,2.2011,9.8226,14
16315,0,11,1,6,2,23.5874,4.4021,8.2457,20
16316,0,3,1,8,0,0.5256,4.4021,0.5256,30
16317,0,2,3,2,1,7.2602,13.3049,1.6754,10
